Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
East,Mobile,Social Media,8,168.72,1.08,570.03,32.03,52.14,701,368,3.93,3.648,242,Very High,23182.57
East,Mobile,Search Ad,2,1207.06,1.125,630.35,29.61,50.41,784,169,3.86,2.957,267,High,23952.87
North,Mobile,Search Ad,6,563.14,0.976,589.92,40.88,49.27,623,1069,4.09,2.811,215,Very High,29547.21
North,Mobile,Email,4,1254.49,1.074,517.01,39.03,31.19,587,50,3.87,2.292,154,Moderate,20388.51
East,Mobile,Influencer,9,535.44,0.983,699.94,35.82,68.09,1121,368,3.96,3.168,179,High,35989.18
North,Tablet,Email,8,289.15,0.925,646.59,28.44,45.64,401,594,3.79,3.735,104,High,21827.85
North,Mobile,Social Media,2,634.18,0.966,535.79,30.65,50.24,887,207,3.85,2.272,296,Low,22208.94
North,Tablet,Social Media,13,401.59,1.007,586.88,27.77,38.27,349,569,4.08,3.258,273,Moderate,24725.38
West,Mobile,Email,13,231.72,0.857,545.33,18.31,47.15,1228,838,3.9,3.029,247,Very High,21863.36
West,Mobile,Email,3,1009.46,1.05,479.53,23.28,24.93,869,81,3.95,3.332,205,Very Low,7812.55
South,Tablet,Influencer,30,1912.17,1.007,682.16,30.79,82.49,956,397,4.22,2.155,238,High,35039.58
South,Mobile,Social Media,7,803.88,1.08,534.07,32.4,35.93,917,249,3.83,2.801,246,Moderate,13468.55
South,Tablet,Email,12,1199.74,1.049,617.11,28.04,54.69,667,256,3.92,2.771,216,Very High,27204.48
West,Mobile,Email,4,588.99,1.01,612.49,30.08,20.34,880,121,3.98,2.645,218,Very Low,21781.06
East,Mobile,Search Ad,6,1981.19,0.972,668.03,18.56,19.06,1297,106,4.01,3.395,329,Very Low,11355.83
North,Tablet,Influencer,22,1159.4,1.122,703.81,35.49,56.56,480,802,3.96,3.27,170,Very High,34119.14
North,Mobile,Social Media,8,1464.89,1.174,762.7,32.25,32.14,121,290,3.72,2.273,310,High,25810.69
North,Tablet,Email,18,431.07,0.973,522.79,25.8,49.4,512,343,4.12,3.236,148,High,21772.79
East,Mobile,Social Media,9,759.62,1.083,564.03,36.76,53.55,509,953,4.12,2.562,348,Very High,31299.55
West,Tablet,Email,4,597.62,0.943,643.56,21.99,62.49,1021,505,4.07,2.893,100,High,34160.73
South,Mobile,Email,10,535.91,0.953,579.23,28.62,41.07,809,286,4.05,2.69,277,High,24619.91
North,Mobile,Social Media,14,1042.91,0.969,720.97,31.94,62.71,1100,534,3.88,2.45,207,Very High,33754.21
North,Tablet,Social Media,10,675.18,1.055,667.79,26.53,52.15,749,414,4.03,2.266,238,Very High,29100.98
West,Tablet,Search Ad,6,271.35,0.914,752.42,14.56,39.73,743,434,3.92,3.065,240,Low,25158.99
South,Tablet,Social Media,36,562.58,1.124,613.07,29.71,48.78,788,581,4.07,2.559,286,High,25911.53
West,Tablet,Influencer,16,416.28,1.075,533.59,28.56,38.52,1169,298,4.03,3.197,126,Low,18559.52
East,Tablet,Influencer,14,1086.5,1.053,694.16,30.27,66.91,794,210,4.11,2.373,246,Very High,34826.0
South,Mobile,Search Ad,14,489.3,0.976,598.03,30.43,44.59,1182,232,4.01,3.24,259,High,27182.67
North,Mobile,Social Media,4,970.32,1.066,672.11,27.92,54.92,1163,186,3.99,2.844,207,Low,25619.4
North,Mobile,Social Media,9,896.04,0.78,680.72,23.06,91.96,813,294,4.1,2.886,241,High,35880.0
East,Mobile,Social Media,18,1462.37,1.035,597.41,31.93,48.74,839,177,3.99,2.608,207,High,27636.88
West,Mobile,Search Ad,6,1431.89,1.013,543.78,28.25,49.62,750,575,3.92,2.343,282,Moderate,25019.38
East,Mobile,Social Media,16,1156.0,0.849,621.76,34.07,54.98,1232,473,3.95,2.994,271,High,30817.79
East,Mobile,Influencer,15,1329.33,1.033,481.75,26.96,66.44,587,306,4.05,2.267,261,High,20357.94
North,Tablet,Influencer,30,823.86,1.047,667.58,21.8,61.41,530,1355,4.2,1.802,289,Very High,31973.65
West,Mobile,Social Media,2,1722.16,0.852,613.29,15.34,46.52,780,774,3.93,2.897,325,Moderate,21220.44
West,Mobile,Search Ad,1,1158.98,0.905,687.43,26.17,81.22,527,5,3.88,2.47,187,High,31179.86
South,Mobile,Email,4,1597.59,1.165,454.28,31.86,27.35,689,275,3.7,2.743,386,Low,8871.49
West,Tablet,Social Media,23,1427.83,0.985,639.92,29.48,52.69,1069,712,3.87,2.984,272,Very High,26941.58
East,Tablet,Social Media,14,1863.1,1.078,775.09,28.69,72.99,929,181,3.94,2.366,217,High,36175.36
East,Tablet,Social Media,2,781.41,1.09,679.22,21.4,44.08,618,102,3.87,2.18,391,Moderate,23693.79
West,Mobile,Influencer,4,456.04,1.032,731.49,19.27,70.43,1093,172,3.96,3.105,222,High,33993.89
West,Mobile,Email,12,805.56,1.081,622.9,34.5,40.62,1464,276,3.79,2.777,173,High,24653.3
East,Mobile,Social Media,22,1386.51,0.831,505.58,30.82,62.58,951,1163,3.88,3.174,216,Very High,24097.1
North,Mobile,Search Ad,6,218.08,0.982,611.12,24.26,60.15,1272,537,4.03,3.348,213,Very High,29516.33
South,Mobile,Search Ad,9,1716.08,0.78,663.43,21.91,47.98,1107,85,3.95,2.914,315,Very Low,20109.97
West,Mobile,Social Media,22,523.25,0.86,533.25,27.13,36.75,775,736,4.06,2.665,241,High,20330.46
South,Mobile,Influencer,13,580.79,0.956,645.65,30.57,54.68,917,248,4.07,2.658,254,Low,23391.74
South,Tablet,Search Ad,19,2000.0,0.947,404.91,31.34,39.96,893,312,3.99,3.054,252,Low,8799.63
South,Tablet,Social Media,10,1600.68,1.003,616.49,27.48,65.14,524,187,4.0,2.935,320,High,28343.66
South,Mobile,Email,8,1021.87,0.998,565.57,36.34,48.95,103,145,4.05,2.409,228,Moderate,22676.28
East,Mobile,Social Media,4,812.54,1.011,738.06,25.84,65.6,618,191,4.16,2.711,235,High,38022.29
West,Mobile,Influencer,1,791.5,1.014,612.16,34.61,63.94,234,445,3.93,2.482,205,High,34738.58
South,Mobile,Search Ad,4,563.72,1.027,584.09,29.8,58.79,642,175,4.06,2.499,222,Moderate,27760.79
North,Tablet,Influencer,17,563.49,0.923,649.06,30.1,57.19,245,696,3.95,2.884,281,High,29196.21
North,Mobile,Social Media,3,281.09,0.942,566.96,30.2,54.27,1115,103,3.98,2.942,293,High,28903.34
West,Tablet,Email,9,641.22,0.997,649.69,25.0,45.76,397,401,4.09,2.639,353,High,30941.97
East,Mobile,Email,18,780.78,0.998,435.79,29.59,31.36,1018,813,3.94,2.825,242,High,13840.25
South,Tablet,Social Media,36,1084.26,0.913,722.78,26.86,71.36,962,415,3.92,2.587,232,Very High,32973.73
West,Mobile,Search Ad,2,643.31,1.087,606.2,35.54,63.27,1063,346,3.95,2.937,273,Very High,29993.59
West,Tablet,Search Ad,31,739.73,1.058,713.41,36.26,71.09,198,613,3.94,2.538,219,High,35184.3
West,Mobile,Social Media,1,141.06,0.931,391.32,30.67,34.43,1186,165,3.78,3.634,208,Low,7899.16
West,Tablet,Social Media,22,1932.96,0.983,455.63,31.48,52.04,862,254,4.11,2.619,268,High,19395.26
South,Mobile,Social Media,7,730.63,1.161,600.72,37.28,69.83,1093,440,4.09,2.647,224,Very High,30969.76
West,Mobile,Social Media,30,50.86,1.013,649.59,26.66,74.39,1391,504,3.96,2.863,230,Very High,32501.44
East,Tablet,Social Media,7,820.93,1.032,581.67,32.7,33.88,970,240,3.8,2.708,286,Low,17343.0
West,Tablet,Email,6,1535.95,0.951,658.5,25.59,45.92,397,386,3.85,2.823,267,Moderate,19187.84
West,Tablet,Email,36,1470.82,0.975,688.86,32.99,46.94,929,1206,3.98,3.023,372,Very High,26700.8
West,Tablet,Email,35,1708.37,1.121,668.86,38.94,70.84,304,494,4.18,2.411,305,Very High,33183.45
East,Tablet,Email,8,388.78,1.009,594.81,36.58,17.45,722,521,3.89,3.584,200,Low,20672.21
North,Mobile,Email,4,988.89,0.994,607.4,32.82,32.07,714,887,4.24,2.218,223,High,25173.22
East,Mobile,Search Ad,8,1049.67,1.001,566.91,34.01,66.82,863,85,3.97,2.788,163,High,26311.36
West,Mobile,Social Media,1,1555.63,1.204,637.79,27.95,48.58,422,183,3.88,2.557,188,Moderate,19191.5
West,Tablet,Influencer,7,2000.0,1.003,605.06,28.54,40.46,336,47,4.02,3.176,326,Low,22324.89
North,Mobile,Email,10,813.01,0.934,533.11,29.32,61.02,730,648,3.83,3.246,231,High,21264.7
North,Mobile,Social Media,16,499.53,0.948,660.14,37.92,39.87,795,327,3.96,2.778,162,Low,26210.43
North,Mobile,Social Media,5,1694.06,1.062,608.24,30.67,67.4,737,133,3.84,2.575,127,Moderate,20051.88
West,Tablet,Email,6,1939.02,0.886,561.65,34.22,23.73,1161,357,3.64,2.371,157,Low,10841.45
West,Mobile,Influencer,25,75.21,1.036,680.59,22.99,40.47,983,776,3.98,3.296,198,High,23800.85
South,Mobile,Email,6,588.17,0.942,621.33,36.07,49.82,975,255,4.06,2.681,248,Very High,35241.34
East,Mobile,Influencer,2,1116.67,0.851,650.34,24.05,47.13,749,291,3.98,2.964,223,High,25364.07
West,Mobile,Influencer,12,76.34,0.922,632.76,31.43,62.97,456,1061,4.1,2.567,291,Very High,35241.82
West,Mobile,Search Ad,5,322.35,1.002,633.37,21.58,71.13,859,710,3.75,3.375,190,Very High,28495.28
East,Tablet,Search Ad,11,760.61,1.112,687.25,34.07,51.61,1264,510,3.97,2.821,324,High,28956.06
East,Mobile,Search Ad,3,1662.07,1.073,645.65,26.23,70.72,925,798,4.06,2.292,240,Very High,32063.29
East,Tablet,Social Media,36,2000.0,0.977,556.64,38.16,58.11,1063,976,4.14,2.593,276,Very High,25489.34
South,Mobile,Search Ad,3,894.33,1.078,594.96,35.27,62.24,1219,442,3.88,2.48,216,High,25362.72
East,Tablet,Email,8,2000.0,0.971,589.43,24.94,12.08,902,754,4.02,2.347,311,Moderate,20678.12
East,Mobile,Email,10,836.84,0.883,512.17,32.69,49.63,924,636,3.94,2.506,166,Moderate,20440.17
West,Mobile,Social Media,4,685.29,1.002,662.91,33.46,63.64,574,283,3.96,2.585,171,Moderate,33611.2
East,Tablet,Search Ad,15,1943.36,0.88,681.74,24.58,46.04,680,335,4.02,3.07,188,High,23731.45
West,Mobile,Influencer,8,315.69,1.063,708.04,23.77,85.32,755,138,3.89,3.114,321,High,31493.46
North,Mobile,Email,9,753.68,1.064,515.31,26.76,33.43,956,157,4.0,2.354,233,Low,14308.32
East,Tablet,Influencer,9,1724.46,0.93,693.53,22.05,38.63,330,452,3.79,3.082,189,High,19844.66
North,Mobile,Social Media,4,82.85,1.012,609.32,20.34,61.44,704,315,4.07,3.461,236,Moderate,24296.3
South,Tablet,Social Media,6,581.19,1.011,645.38,32.2,37.71,857,513,3.93,2.986,259,Low,21874.98
West,Mobile,Social Media,1,1264.43,1.07,646.2,33.47,57.61,656,809,4.02,3.115,181,High,32391.59
West,Tablet,Social Media,31,1793.73,0.9,646.46,23.6,71.28,474,501,3.67,2.948,258,Very High,21983.2
North,Mobile,Email,4,456.89,1.048,577.43,26.17,48.95,630,114,3.87,2.795,240,Low,20242.68
South,Mobile,Search Ad,9,560.24,0.895,693.87,23.83,47.84,781,424,3.95,2.439,217,High,29544.79
West,Mobile,Influencer,2,974.33,1.062,595.49,35.17,54.24,170,13,4.12,3.056,169,Moderate,27918.64
North,Mobile,Social Media,2,1781.32,1.085,633.34,28.61,71.12,644,256,4.01,2.611,303,High,25948.27
East,Mobile,Social Media,20,223.76,0.946,699.43,20.88,39.62,1136,490,3.88,3.128,219,Low,22451.41
West,Mobile,Influencer,18,1151.85,1.098,603.46,34.59,69.08,954,525,4.14,2.414,66,Very High,33328.48
East,Mobile,Search Ad,2,1176.14,0.874,558.07,31.39,75.58,982,105,3.94,2.915,270,Very High,31913.6
North,Mobile,Social Media,3,1225.62,1.088,693.68,26.27,63.8,330,39,4.09,2.616,272,Moderate,28137.45
South,Mobile,Social Media,7,171.89,1.115,497.87,27.44,45.15,740,199,3.97,3.237,306,Low,14064.89
West,Tablet,Influencer,36,968.39,1.028,717.16,28.47,60.32,706,794,3.94,2.578,274,Very High,33674.44
East,Mobile,Search Ad,5,389.22,0.984,562.39,32.12,41.22,995,282,4.05,3.046,257,High,25578.56
North,Mobile,Social Media,4,588.03,1.025,653.74,26.56,46.55,1182,306,4.03,2.577,218,Moderate,24441.06
West,Mobile,Social Media,16,1883.49,0.952,551.78,27.27,52.16,1137,261,4.07,3.099,218,High,19876.32
North,Mobile,Influencer,4,236.19,1.21,743.0,27.96,72.26,690,595,4.03,2.499,290,Very High,38465.87
West,Tablet,Email,36,1665.06,0.953,517.25,31.94,62.32,577,2496,4.33,2.576,238,Very High,30580.35
North,Mobile,Influencer,10,254.58,1.105,706.6,32.74,37.69,1269,265,4.16,3.419,159,High,30978.77
West,Tablet,Email,8,1567.45,0.941,518.45,34.02,10.31,636,411,3.9,2.077,227,Low,15210.56
South,Mobile,Search Ad,10,289.98,1.128,744.04,35.42,77.75,546,213,3.97,3.146,245,Very High,40000.0
South,Tablet,Social Media,22,468.9,1.161,612.61,28.05,54.32,680,684,4.2,3.354,125,Very High,27115.22
North,Mobile,Social Media,9,614.27,1.031,777.58,31.15,63.3,1251,306,4.08,2.33,294,Very High,40000.0
South,Tablet,Influencer,24,1901.73,1.023,619.33,38.26,67.26,478,508,3.98,2.758,248,Very High,27802.01
West,Mobile,Social Media,14,140.62,0.923,575.68,35.15,51.48,736,284,4.17,2.705,164,High,31218.51
West,Mobile,Search Ad,11,880.21,0.914,709.22,25.6,77.92,610,706,3.94,2.704,230,Very High,34515.64
South,Mobile,Email,4,135.78,1.024,466.89,28.68,44.59,1137,141,3.99,3.604,242,Very Low,14716.92
South,Mobile,Email,6,1296.29,1.117,550.58,33.7,37.55,943,771,4.12,3.159,307,High,24542.76
West,Tablet,Social Media,5,1902.53,0.956,689.46,32.03,53.5,1009,38,4.07,2.69,305,Low,28051.63
West,Mobile,Search Ad,5,1154.39,1.177,536.89,37.62,45.99,1314,115,3.82,2.328,315,Low,19749.7
East,Mobile,Email,2,1525.73,0.951,653.31,23.16,34.94,421,216,3.77,2.702,271,Moderate,12841.18
South,Tablet,Email,19,41.35,1.018,592.54,23.47,64.36,520,815,4.09,2.452,207,High,29251.89
South,Mobile,Social Media,30,1821.06,1.019,526.97,37.94,54.11,734,561,4.09,2.484,192,High,24741.86
East,Tablet,Search Ad,6,150.74,0.992,673.74,25.32,35.35,760,180,3.78,3.642,205,Low,21506.04
North,Tablet,Search Ad,11,1029.33,0.836,514.65,17.34,46.44,887,721,4.04,2.145,244,High,17940.2
East,Mobile,Email,5,1814.2,0.95,679.61,20.57,64.21,717,274,3.82,2.704,246,High,22814.25
South,Tablet,Email,11,2000.0,1.016,632.28,31.79,60.3,539,166,4.1,2.294,312,High,27005.35
West,Mobile,Influencer,4,289.18,0.992,612.96,29.92,48.24,1137,319,3.89,3.855,232,High,23970.89
North,Mobile,Social Media,24,398.65,1.051,528.34,25.07,34.54,1018,643,3.94,3.332,123,Moderate,17491.38
East,Mobile,Influencer,8,995.43,1.061,691.24,37.44,82.3,952,376,4.16,2.836,174,Very High,40000.0
East,Mobile,Influencer,6,1680.13,0.981,610.16,28.09,36.37,238,392,4.03,2.731,188,Low,23106.32
East,Tablet,Search Ad,30,77.22,0.923,691.34,23.79,55.75,1090,1033,4.12,3.332,187,Very High,31826.62
North,Tablet,Email,7,487.22,1.124,688.27,24.46,39.59,793,612,4.1,3.458,74,High,23785.2
East,Mobile,Influencer,5,1823.05,0.892,814.47,22.79,82.27,813,282,4.09,2.6,345,High,37886.24
East,Mobile,Search Ad,4,1522.23,0.952,648.96,25.64,35.83,622,17,4.07,2.415,113,Moderate,22605.07
East,Tablet,Search Ad,10,1359.28,0.932,590.56,18.96,34.69,556,468,3.74,2.505,212,Low,13212.84
East,Mobile,Social Media,6,815.14,1.06,602.18,31.21,62.02,602,1144,4.09,3.203,289,Very High,33023.95
East,Mobile,Social Media,3,500.55,1.105,589.41,33.98,64.54,281,178,3.97,2.958,285,High,31169.39
West,Mobile,Email,13,896.97,0.986,617.57,23.6,61.23,623,457,3.98,1.886,157,Very High,29759.19
South,Tablet,Search Ad,8,2000.0,1.018,671.93,28.03,57.39,276,466,4.06,2.522,323,Moderate,22949.52
West,Mobile,Search Ad,13,177.39,1.034,695.43,23.32,55.53,842,481,4.02,3.282,314,High,30439.24
East,Tablet,Social Media,7,304.06,1.144,616.3,30.6,68.1,406,840,4.17,3.616,237,Very High,32434.34
North,Tablet,Social Media,3,299.46,0.858,502.33,12.47,26.44,952,256,3.76,2.932,250,Low,12932.65
North,Mobile,Social Media,1,1118.52,1.06,600.01,34.24,43.31,377,185,4.21,2.652,191,Moderate,27708.06
South,Mobile,Search Ad,30,479.78,1.03,728.02,24.31,36.0,1206,411,3.89,2.587,264,Moderate,23053.54
West,Tablet,Influencer,19,1993.99,0.97,562.34,28.87,20.63,983,833,3.99,2.238,262,High,13683.04
East,Mobile,Email,1,1275.65,1.026,665.2,24.64,56.94,551,57,3.93,3.17,218,Low,22892.56
West,Tablet,Social Media,9,1827.4,1.059,616.96,28.82,72.58,713,1142,4.13,2.222,288,Very High,30973.18
East,Tablet,Email,13,1175.0,1.047,533.17,21.19,46.31,492,259,3.88,3.074,269,Moderate,16277.74
South,Tablet,Search Ad,22,2000.0,1.173,668.65,41.26,59.74,908,306,4.01,2.085,447,High,26809.19
North,Tablet,Search Ad,4,961.09,1.01,739.02,20.79,53.34,1262,274,4.04,2.45,192,Low,27708.39
South,Tablet,Influencer,10,408.95,1.002,679.23,19.26,58.84,1083,462,3.72,3.546,331,Moderate,18787.95
South,Tablet,Social Media,11,1971.03,0.985,630.36,37.45,79.05,541,255,3.99,2.908,195,Very High,30380.99
North,Mobile,Influencer,2,441.15,1.044,549.02,26.97,74.56,893,185,3.97,3.324,281,Very High,26433.1
South,Mobile,Email,6,778.57,0.997,587.22,22.81,34.37,1301,329,4.2,2.855,87,Low,18362.25
East,Mobile,Search Ad,1,948.87,1.001,507.3,27.54,58.11,1012,942,4.16,2.437,216,Very High,28066.15
West,Tablet,Email,34,763.84,1.001,570.01,31.44,59.6,1033,1363,4.29,2.934,277,Very High,26662.47
West,Mobile,Influencer,10,1959.36,0.989,681.06,21.36,67.24,1049,191,4.06,2.733,263,Moderate,26019.76
West,Tablet,Search Ad,7,852.14,0.951,422.9,23.97,43.94,762,443,3.97,2.928,124,Moderate,14412.81
East,Mobile,Search Ad,8,1504.71,1.033,737.17,29.31,59.13,840,414,4.04,2.749,222,Moderate,31708.81
South,Tablet,Influencer,34,1499.52,0.977,576.91,38.95,39.76,389,665,4.11,2.745,340,Very High,25401.89
East,Mobile,Email,8,934.58,1.049,583.68,28.5,22.99,638,170,4.09,2.237,312,Low,16194.89
West,Tablet,Email,34,528.7,1.009,632.34,32.05,56.77,478,665,4.06,2.278,308,High,27461.38
North,Mobile,Influencer,5,617.65,0.969,761.27,24.82,49.06,758,503,3.91,2.524,394,High,29948.61
South,Mobile,Social Media,4,1262.58,1.125,572.4,36.7,36.13,889,71,4.01,2.823,140,High,18914.74
West,Mobile,Email,7,1355.84,0.992,407.09,33.77,9.95,829,164,3.74,2.626,224,Very Low,7832.66
South,Tablet,Social Media,7,2000.0,1.05,738.29,31.71,54.08,803,108,4.0,2.546,250,High,30447.34
East,Mobile,Search Ad,18,342.83,0.944,500.58,28.8,48.62,1053,866,4.11,3.048,203,High,21350.33
East,Mobile,Email,12,122.35,0.838,609.45,19.17,47.87,739,732,4.0,3.646,256,Moderate,20911.82
North,Tablet,Social Media,20,95.54,0.955,643.83,32.53,67.3,954,332,3.9,3.431,329,Very High,29544.63
South,Tablet,Email,36,340.81,0.829,325.34,30.27,27.19,1070,872,3.92,2.695,255,High,11247.34
South,Tablet,Social Media,13,800.48,0.981,496.42,27.3,49.54,860,323,3.93,2.755,111,High,16900.4
North,Mobile,Influencer,11,1276.92,1.117,634.23,34.72,71.42,702,416,3.9,2.614,290,High,28240.92
North,Mobile,Influencer,7,846.24,0.928,454.89,30.38,57.17,1135,314,3.94,2.612,247,High,22646.6
West,Tablet,Search Ad,4,1507.26,0.832,519.12,21.87,35.04,880,187,3.74,2.832,113,Low,12324.44
South,Mobile,Email,5,331.53,1.12,595.12,26.8,47.34,1039,697,4.07,3.495,210,High,21578.42
East,Tablet,Influencer,29,1283.75,0.962,664.16,22.2,32.47,1185,592,3.99,2.372,140,High,24274.51
South,Mobile,Search Ad,4,228.62,0.999,622.24,26.15,48.48,1066,163,3.97,3.242,230,High,23643.57
West,Mobile,Email,7,1302.8,1.063,642.6,38.41,40.79,1317,77,3.87,2.843,217,Very Low,20765.37
South,Mobile,Influencer,16,159.28,1.042,511.96,18.9,70.23,817,991,4.07,3.024,153,Very High,25269.69
South,Mobile,Search Ad,7,1355.89,1.06,520.04,32.4,32.93,735,91,3.79,2.574,264,Moderate,13449.26
West,Mobile,Search Ad,2,237.58,1.072,659.14,31.2,53.07,1193,435,4.05,2.851,181,Moderate,27726.79
West,Mobile,Search Ad,5,599.39,0.86,728.13,32.98,49.59,574,292,3.8,2.643,330,High,32007.32
North,Tablet,Social Media,19,708.21,0.887,546.19,26.19,42.81,1288,310,3.96,2.936,258,Low,18879.56
West,Mobile,Social Media,21,617.37,1.094,642.29,28.77,60.02,1238,712,3.96,2.553,232,Very High,28061.35
East,Tablet,Search Ad,16,1304.79,0.937,686.27,26.44,46.01,765,810,4.22,2.461,326,Very High,32887.06
East,Tablet,Social Media,23,1416.95,0.946,658.18,36.59,82.1,1088,272,4.1,2.175,264,Very High,37691.88
North,Mobile,Social Media,2,1713.17,0.899,625.79,19.81,26.2,1052,5,3.87,2.575,269,Low,13291.41
North,Mobile,Search Ad,6,1178.28,0.968,567.67,23.0,53.35,486,563,3.87,2.821,244,Moderate,17357.49
West,Tablet,Search Ad,24,329.36,0.972,759.07,25.53,53.36,503,523,3.83,2.685,229,Moderate,30338.1
East,Mobile,Social Media,13,1345.19,0.925,645.29,25.46,53.67,943,430,4.05,2.981,273,Very High,30818.42
South,Tablet,Search Ad,26,835.42,0.916,642.49,30.97,54.67,786,515,4.22,2.288,342,Very High,33301.99
West,Tablet,Influencer,10,1857.22,1.025,709.8,35.37,76.98,1119,229,4.07,3.218,40,High,33878.36
West,Tablet,Search Ad,5,602.16,0.935,541.25,21.38,46.95,828,200,3.96,2.825,364,High,25137.11
North,Mobile,Social Media,18,1899.77,0.951,653.86,30.51,69.14,492,408,4.05,1.973,186,High,27788.43
East,Mobile,Social Media,30,566.48,0.825,594.68,33.36,54.86,702,449,4.0,2.747,260,High,32241.23
North,Tablet,Social Media,19,718.24,1.155,596.59,30.75,40.17,955,622,4.0,2.539,142,Moderate,20362.9
West,Mobile,Email,30,522.65,1.075,614.86,28.01,43.51,331,623,3.9,2.821,340,High,20087.75
East,Tablet,Social Media,36,613.98,0.96,548.26,29.79,66.16,331,999,3.97,3.237,162,Very High,27626.45
West,Mobile,Social Media,21,837.71,0.928,530.05,28.61,44.68,752,1003,4.05,2.862,318,Very High,23511.49
North,Mobile,Social Media,13,356.45,1.001,656.06,30.51,42.15,1129,842,4.19,2.938,233,Very High,31469.97
North,Tablet,Influencer,21,1225.01,0.999,627.42,32.38,67.51,677,469,4.12,2.077,238,Very High,33033.49
South,Mobile,Email,26,415.59,0.898,559.54,21.92,44.85,994,459,3.82,3.581,170,Low,11699.15
South,Mobile,Search Ad,19,1843.4,0.796,479.25,29.48,32.96,861,312,3.89,2.905,324,Low,11747.39
South,Mobile,Search Ad,2,374.02,0.958,678.28,22.86,47.05,819,360,4.05,3.52,239,Low,25949.1
West,Tablet,Email,5,468.3,0.875,630.22,34.17,44.73,550,449,4.15,2.995,292,Very High,34396.35
South,Mobile,Influencer,12,1173.78,1.014,725.47,31.62,63.74,1104,153,4.19,2.62,120,Very High,39401.97
South,Tablet,Search Ad,27,626.4,1.014,637.77,25.97,57.54,376,2097,4.17,2.445,193,Very High,31010.07
West,Mobile,Social Media,6,795.95,0.922,504.23,25.2,42.64,792,144,4.02,2.666,264,Low,18259.52
South,Tablet,Search Ad,7,2000.0,0.957,655.32,25.87,58.97,1072,306,4.02,2.106,150,Very High,29716.96
West,Tablet,Social Media,12,1167.74,1.141,584.96,32.97,46.78,518,396,3.95,2.796,270,Moderate,21388.19
North,Mobile,Search Ad,8,1268.76,1.062,543.88,34.36,68.92,409,306,4.02,2.77,207,Very High,28090.85
East,Mobile,Email,15,496.86,0.964,628.93,31.7,68.28,246,434,4.03,2.453,200,Very High,34424.63
North,Mobile,Influencer,10,581.52,1.183,788.47,31.25,55.26,1053,177,4.1,2.792,280,Low,28651.5
North,Tablet,Social Media,36,1772.98,0.904,766.47,32.3,45.76,953,1933,3.98,2.969,259,Very High,31499.05
West,Mobile,Search Ad,20,1479.61,0.935,675.32,30.96,64.93,760,1314,4.18,3.014,178,Very High,38546.24
North,Tablet,Social Media,2,712.57,0.991,621.26,17.95,54.5,371,272,4.15,2.188,318,High,28606.53
East,Mobile,Search Ad,7,1054.89,0.878,598.96,28.95,55.39,818,109,4.12,2.8,279,Moderate,23295.24
South,Mobile,Search Ad,20,1788.54,1.143,559.99,31.21,38.59,1202,257,4.0,3.118,123,Moderate,14451.06
South,Mobile,Social Media,10,547.81,1.015,598.47,21.54,49.4,492,176,3.86,2.625,229,Moderate,17898.74
West,Mobile,Search Ad,3,263.16,0.937,671.47,37.63,49.43,1167,341,4.06,3.596,271,Moderate,31865.94
North,Mobile,Social Media,3,1694.27,1.036,791.13,30.1,66.14,368,178,4.15,2.291,241,Very High,39312.17
