ApplicationID,Age,Gender,MaritalStatus,Dependents,EducationLevel,State,ResidenceType,YearsAtCurrentResidence,EmploymentType,Employed,EmploymentLengthYears,AnnualIncome,IncomeVerified,CreditScore,CreditHistoryMonths,ExistingLoanAccounts,ExistingCreditCards,TotalMonthlyDebtPayment,DebtToIncomeRatio,RevolvingUtilization,PriorDefault,BankruptcyLast7Years,EnquiriesLast6Months,Approval
LHB-2403589,33,Female,Single,0,Master's,PA,Rent,12.0,Salaried-Private,1,4.0,147.2,1,621,165,1,3,971.0,0.072,0.285,0,0,1,Yes
LHB-2402356,42,Male,Single,0,Bachelor's,PA,Rent,1.0,Salaried-Private,1,1.0,118.3,1,634,214,0,3,1694.0,0.172,0.382,0,0,3,Yes
LHB-2405409,46,Male,Married,1,Bachelor's,MI,Rent,11.0,Salaried-Private,1,4.0,57.3,1,684,255,0,2,476.0,0.1,0.12,0,0,0,Yes
LHB-2401622,49,Male,Single,0,Bachelor's,GA,Rent,3.0,Self-Employed,1,5.0,147.2,0,733,287,2,2,1559.0,0.126,0.263,0,0,1,Yes
LHB-2406417,38,Male,Married,4,Master's,WI,Rent,3.0,Contract,1,5.0,86.5,1,659,164,3,2,1969.0,0.273,0.407,0,0,2,Yes
LHB-2407952,40,Male,Married,1,Bachelor's,GA,Own (with mortgage),3.0,Salaried-Private,1,5.0,80.4,1,646,188,4,2,2300.0,0.343,0.281,1,0,1,Yes
LHB-2404097,50,Male,Single,0,Doctorate,TX,Rent,16.0,Unemployed,0,0.0,25.3,1,588,277,0,2,602.0,0.286,0.147,0,0,1,No
LHB-2403014,52,Male,Divorced,1,Associate Degree,NC,Own (outright),7.0,Self-Employed,1,3.0,87.8,1,592,315,1,5,1191.0,0.163,0.506,0,0,3,No
LHB-2404810,41,Female,Single,1,High School,MS,Own (with mortgage),4.0,Self-Employed,1,4.0,49.6,1,615,206,0,3,631.0,0.153,0.281,0,0,1,Yes
LHB-2404938,48,Male,Married,3,Bachelor's,FL,Live with Family,2.0,Contract,1,11.0,58.8,1,645,245,1,2,1344.0,0.274,0.0,0,0,1,Yes
LHB-2402068,46,Male,Married,2,Master's,TX,Rent,2.0,Salaried-Private,1,3.0,63.1,1,566,258,1,2,1106.0,0.21,0.608,0,0,2,No
LHB-2404389,59,Female,Married,3,Bachelor's,KY,Own (with mortgage),6.0,Salaried-Government,1,5.0,74.5,1,604,343,0,1,1306.0,0.21,0.336,0,0,0,Yes
LHB-2400879,40,Female,Married,1,Doctorate,TX,Own (with mortgage),2.0,Unemployed,0,0.0,12.0,1,693,193,0,2,567.0,0.567,0.533,0,0,0,No
LHB-2407182,35,Male,Single,0,Master's,KY,Rent,5.0,Salaried-Private,1,8.0,75.3,1,523,164,1,4,1365.0,0.218,0.164,1,0,8,No
LHB-2403797,27,Female,Married,0,Bachelor's,MS,Rent,5.0,Salaried-Private,1,5.0,60.0,1,639,83,0,0,233.0,0.047,0.297,0,0,0,No
LHB-2404959,29,Female,Married,2,Bachelor's,TN,Own (outright),3.0,Salaried-Private,1,7.0,48.4,1,607,138,3,1,1094.0,0.271,0.342,0,0,1,No
LHB-2400758,48,Female,Married,3,Master's,VA,Own (with mortgage),3.0,Salaried-Private,1,2.0,64.9,1,653,297,2,1,1607.0,0.297,0.248,0,0,0,Yes
LHB-2403121,42,Male,Married,2,Bachelor's,NH,Live with Family,6.0,Salaried-Private,1,13.0,55.5,0,636,245,0,3,498.0,0.108,0.443,0,0,3,No
LHB-2402402,43,Male,Single,0,High School,AL,Own (with mortgage),16.0,Salaried-Private,1,1.0,33.8,1,577,209,1,2,1037.0,0.368,0.255,0,0,2,No
LHB-2402059,27,Female,Divorced,2,High School,AL,Rent,9.0,Salaried-Private,1,2.0,31.5,1,545,95,4,1,2043.0,0.778,0.618,1,0,2,No
LHB-2405795,45,Female,Single,0,Master's,DC,Rent,4.0,Salaried-Government,1,1.0,90.7,1,675,248,0,2,400.0,0.053,0.284,0,1,3,Yes
LHB-2405387,37,Female,Widowed,3,Master's,PA,Rent,8.0,Self-Employed,1,3.0,103.4,0,726,173,2,2,2252.0,0.261,0.036,0,0,2,Yes
LHB-2402577,28,Male,Single,0,Bachelor's,KY,Rent,3.0,Self-Employed,1,6.0,57.8,0,655,113,3,3,1708.0,0.355,0.375,0,0,0,Yes
LHB-2401911,46,Male,Single,0,High School,WV,Rent,6.0,Self-Employed,1,2.0,52.3,0,525,240,4,1,1678.0,0.385,0.239,1,0,0,No
LHB-2405324,40,Female,Divorced,3,High School,KY,Own (with mortgage),7.0,Salaried-Private,1,2.0,73.8,1,666,243,2,0,1015.0,0.165,0.067,0,0,0,Yes
LHB-2406546,40,Male,Married,0,Bachelor's,SD,Own (outright),6.0,Salaried-Government,1,3.0,76.5,0,735,224,3,3,2059.0,0.323,0.506,0,0,0,Yes
LHB-2401073,21,Female,Married,3,Master's,KY,Rent,6.0,Student,0,0.0,13.5,1,605,23,3,2,881.0,0.783,0.267,0,0,3,No
LHB-2400058,30,Female,Single,0,Bachelor's,VA,Own (with mortgage),4.0,Salaried-Private,1,8.0,46.9,1,678,128,1,2,1105.0,0.283,0.087,0,0,0,Yes
LHB-2406786,19,Female,Married,3,High School,AL,Own (with mortgage),1.0,Salaried-Private,1,1.0,50.9,1,497,0,0,2,489.0,0.115,0.511,0,0,3,No
LHB-2402294,54,Female,Single,0,Associate Degree,KY,Rent,16.0,Salaried-Private,1,0.0,53.9,0,598,318,2,1,1747.0,0.389,0.224,0,0,0,Yes
LHB-2405518,50,Male,Single,0,Bachelor's,GA,Own (with mortgage),7.0,Salaried-Private,1,7.0,117.9,1,538,298,0,2,1135.0,0.116,0.34,1,0,2,Yes
LHB-2407747,47,Male,Single,0,Associate Degree,GA,Rent,10.0,Salaried-Private,1,2.0,44.2,1,647,262,0,2,1017.0,0.276,0.508,0,0,0,Yes
LHB-2402398,32,Male,Single,0,Bachelor's,MS,Own (with mortgage),3.0,Contract,1,2.0,60.3,1,666,143,1,2,434.0,0.086,0.277,0,0,0,Yes
LHB-2403133,33,Female,Single,0,High School,LA,Rent,5.0,Salaried-Private,1,2.0,26.2,0,635,124,0,2,477.0,0.218,0.202,0,0,4,No
LHB-2401068,57,Female,Married,4,High School,AL,Own (with mortgage),4.0,Salaried-Private,1,19.0,69.7,0,643,393,1,1,1010.0,0.174,0.245,0,0,2,Yes
LHB-2402529,33,Others,Single,0,Master's,MS,Own (outright),7.0,Self-Employed,1,1.0,89.6,1,579,149,1,2,2250.0,0.301,0.466,0,0,6,No
LHB-2406983,25,Female,Divorced,4,Bachelor's,NC,Own (with mortgage),3.0,Salaried-Government,1,3.0,25.0,1,586,76,2,1,1027.0,0.493,0.549,0,0,1,No
LHB-2401477,23,Female,Married,0,High School,SC,Own (with mortgage),0.0,Student,0,0.0,12.0,1,487,14,0,3,690.0,0.69,0.243,1,0,0,No
LHB-2401513,18,Female,Married,1,High School,GA,Rent,2.0,Salaried-Private,1,0.0,22.0,1,570,8,0,1,296.0,0.161,0.245,0,0,1,No
LHB-2403285,52,Female,Married,4,Doctorate,WV,Own (outright),10.0,Self-Employed,1,2.0,95.0,1,608,342,1,5,1601.0,0.202,0.0,1,0,1,No
LHB-2406033,45,Female,Single,0,Master's,NC,Rent,3.0,Salaried-Private,1,0.0,73.8,1,709,224,0,3,1405.0,0.228,0.093,0,0,0,Yes
LHB-2403068,65,Male,Single,0,Bachelor's,AL,Live with Family,9.0,Retired,0,0.0,59.7,1,568,458,0,2,1091.0,0.219,0.099,0,0,1,No
LHB-2406324,43,Female,Married,2,Bachelor's,VA,Own (with mortgage),13.0,Salaried-Government,1,16.0,54.8,1,634,188,2,1,1329.0,0.291,0.443,0,0,0,No
LHB-2407191,27,Male,Married,3,High School,WV,Rent,4.0,Salaried-Private,1,4.0,42.2,1,582,40,3,2,2154.0,0.613,0.53,0,0,1,No
LHB-2404612,35,Female,Widowed,2,Bachelor's,DC,Own (with mortgage),11.0,Contract,1,0.0,43.5,1,625,165,0,1,383.0,0.106,0.26,0,0,1,Yes
LHB-2407492,25,Male,Single,1,Associate Degree,AL,Own (with mortgage),4.0,Salaried-Private,1,3.0,46.6,1,523,97,5,1,2394.0,0.616,0.546,0,0,3,No
LHB-2403289,28,Male,Single,0,Bachelor's,MD,Rent,4.0,Unemployed,0,0.0,12.0,0,598,118,1,2,684.0,0.684,0.649,0,0,1,No
LHB-2401799,35,Male,Single,0,High School,SC,Own (with mortgage),3.0,Salaried-Private,1,0.0,40.1,1,674,125,2,2,1631.0,0.488,0.175,0,0,1,Yes
LHB-2407793,35,Male,Married,2,High School,WV,Own (outright),2.0,Salaried-Private,1,13.0,103.3,1,692,130,0,4,1749.0,0.203,0.082,0,0,1,Yes
LHB-2406601,36,Male,Widowed,3,Master's,DC,Own (with mortgage),3.0,Contract,1,0.0,106.2,1,558,180,1,2,1431.0,0.162,0.115,0,0,1,Yes
LHB-2402500,47,Male,Married,4,Bachelor's,MS,Live with Family,13.0,Self-Employed,1,4.0,95.1,0,716,249,3,1,1728.0,0.218,0.032,0,0,0,Yes
LHB-2407718,39,Female,Single,0,Master's,WV,Own (with mortgage),7.0,Salaried-Private,1,0.0,66.4,1,785,184,1,1,502.0,0.091,0.316,0,0,2,Yes
LHB-2407756,46,Male,Single,0,Doctorate,SD,Rent,7.0,Salaried-Private,1,11.0,63.0,1,758,257,5,2,1543.0,0.294,0.508,0,0,3,Yes
LHB-2404288,38,Female,Single,0,High School,NC,Own (with mortgage),13.0,Self-Employed,1,0.0,28.8,1,575,150,0,6,844.0,0.352,0.6,0,0,1,No
LHB-2403795,38,Female,Married,2,High School,SC,Own (with mortgage),1.0,Salaried-Private,1,2.0,47.7,1,598,187,0,1,195.0,0.049,0.299,0,0,1,No
LHB-2407678,35,Female,Single,0,Associate Degree,WV,Rent,8.0,Contract,1,7.0,81.7,1,694,169,5,3,3429.0,0.504,0.349,0,0,2,Yes
LHB-2405361,42,Female,Single,1,Associate Degree,AL,Own (with mortgage),2.0,Self-Employed,1,6.0,43.4,1,672,235,1,1,933.0,0.258,0.265,0,0,0,Yes
LHB-2404085,40,Male,Single,0,High School,FL,Rent,3.0,Salaried-Private,1,3.0,47.0,1,615,220,0,3,813.0,0.208,0.294,0,0,1,No
LHB-2405134,34,Male,Married,0,Associate Degree,VA,Rent,17.0,Unemployed,0,0.0,12.0,1,582,134,1,2,746.0,0.746,0.566,0,0,2,No
LHB-2407715,26,Female,Widowed,0,High School,KY,Own (with mortgage),7.0,Salaried-Private,1,4.0,30.8,1,655,84,3,4,1828.0,0.712,0.409,0,0,1,No
LHB-2402681,37,Male,Single,0,Bachelor's,TX,Own (with mortgage),3.0,Salaried-Private,1,1.0,49.3,0,677,173,4,4,1462.0,0.356,0.32,0,0,3,Yes
LHB-2402505,51,Female,Married,0,Doctorate,MS,Rent,3.0,Salaried-Private,1,10.0,137.9,1,704,313,3,3,2971.0,0.259,0.219,0,0,2,Yes
LHB-2401303,49,Female,Single,0,Bachelor's,SC,Rent,2.0,Salaried-Private,1,0.0,91.4,1,720,304,2,2,1895.0,0.249,0.308,0,0,1,Yes
LHB-2404722,39,Female,Single,0,Bachelor's,HI,Rent,5.0,Salaried-Private,1,1.0,71.4,1,731,183,2,3,1575.0,0.265,0.236,0,0,1,Yes
LHB-2403805,18,Male,Married,2,Master's,AL,Own (with mortgage),2.0,Student,0,0.0,17.3,1,653,18,0,4,674.0,0.468,0.082,0,0,1,No
LHB-2401173,28,Female,Married,1,Associate Degree,WV,Rent,5.0,Salaried-Government,1,6.0,35.4,1,560,87,1,1,795.0,0.269,0.6833,0,0,2,No
LHB-2401432,30,Male,Divorced,2,Master's,TN,Rent,7.0,Salaried-Private,1,8.0,75.3,0,664,65,1,0,937.0,0.149,0.268,0,0,0,Yes
LHB-2401099,55,Male,Single,0,Bachelor's,FL,Own (with mortgage),3.0,Unemployed,0,0.0,12.0,0,605,331,1,1,669.0,0.669,0.304,0,0,2,No
LHB-2407203,41,Female,Married,3,Master's,ME,Own (with mortgage),12.0,Salaried-Private,1,13.0,68.5,1,719,214,1,1,1052.0,0.184,0.575,0,0,5,Yes
LHB-2401908,34,Female,Married,2,High School,FL,Rent,1.0,Salaried-Private,1,1.0,59.9,1,616,146,1,2,950.0,0.19,0.6833,0,0,5,Yes
LHB-2407011,33,Female,Married,0,High School,AL,Rent,1.0,Salaried-Private,1,3.0,29.4,1,665,148,0,3,513.0,0.209,0.106,0,0,1,Yes
LHB-2406999,46,Female,Single,0,Associate Degree,FL,Rent,2.0,Salaried-Government,1,6.0,100.2,1,612,260,1,2,949.0,0.114,0.259,0,0,6,Yes
LHB-2406853,24,Female,Married,4,Master's,NC,Rent,2.0,Salaried-Government,1,1.0,147.2,1,562,25,2,1,1840.0,0.106,0.439,0,0,1,No
LHB-2406532,54,Male,Divorced,1,High School,GA,Own (outright),6.0,Salaried-Private,1,2.0,35.2,1,713,283,0,5,336.0,0.115,0.423,0,0,0,Yes
LHB-2401405,48,Female,Married,3,Bachelor's,MD,Rent,3.0,Self-Employed,1,0.0,147.2,0,628,303,1,0,2482.0,0.195,0.151,0,0,0,Yes
LHB-2407064,59,Male,Single,0,Doctorate,NJ,Rent,4.0,Unemployed,0,0.0,28.3,1,604,384,1,4,1372.0,0.582,0.571,0,0,1,No
LHB-2405472,46,Female,Married,3,Bachelor's,MD,Rent,2.0,Salaried-Private,1,8.0,82.1,1,649,241,3,1,1500.0,0.219,0.019,0,0,1,Yes
LHB-2407842,38,Male,Married,1,Associate Degree,MD,Rent,7.0,Salaried-Private,1,0.0,44.3,0,783,176,0,2,470.0,0.127,0.012,0,0,1,Yes
LHB-2402813,34,Male,Single,0,Bachelor's,MS,Own (with mortgage),2.0,Unemployed,0,0.0,12.0,0,576,126,1,4,519.0,0.519,0.6833,0,0,3,No
LHB-2400309,61,Female,Married,1,Bachelor's,MD,Own (outright),21.0,Salaried-Private,1,4.0,107.7,1,601,380,2,1,1982.0,0.221,0.279,0,0,1,Yes
LHB-2404090,67,Male,Single,0,Associate Degree,MS,Rent,4.0,Retired,0,0.0,82.5,0,677,432,0,4,1232.0,0.179,0.6833,1,0,1,No
LHB-2400775,42,Female,Married,2,Master's,NJ,Own (with mortgage),15.0,Salaried-Private,1,0.0,90.2,1,636,187,1,6,1884.0,0.251,0.194,0,0,1,Yes
LHB-2404580,36,Male,Divorced,0,High School,TX,Own (outright),4.0,Salaried-Private,1,4.0,32.5,1,663,124,1,1,1083.0,0.4,0.143,0,0,2,No
LHB-2400367,30,Female,Single,0,Master's,AL,Rent,1.0,Salaried-Private,1,0.0,46.9,1,660,71,2,4,2218.0,0.568,0.543,0,0,2,No
LHB-2400570,23,Male,Widowed,0,Bachelor's,VA,Own (with mortgage),9.0,Contract,1,1.0,32.4,1,583,115,1,3,1082.0,0.401,0.208,0,0,0,Yes
LHB-2404099,37,Female,Single,0,Associate Degree,SC,Own (with mortgage),8.0,Salaried-Government,1,3.0,61.1,1,726,137,2,1,1465.0,0.288,0.645,0,0,2,Yes
LHB-2404745,43,Female,Married,2,Bachelor's,TX,Rent,5.0,Contract,1,4.0,79.9,1,663,207,0,1,945.0,0.142,0.403,0,0,2,Yes
LHB-2406341,30,Male,Married,1,Associate Degree,MS,Rent,2.0,Salaried-Private,1,1.0,54.4,0,569,79,1,2,865.0,0.191,0.161,0,0,0,No
LHB-2404537,44,Male,Married,0,Associate Degree,DC,Own (outright),9.0,Salaried-Private,1,4.0,88.3,1,683,294,2,1,2539.0,0.242,0.097,0,0,0,Yes
LHB-2401593,31,Male,Married,3,Associate Degree,KY,Own (with mortgage),4.0,Salaried-Government,1,0.0,37.6,1,718,144,2,1,1089.0,0.348,0.268,0,0,2,Yes
LHB-2402263,38,Male,Married,1,High School,OK,Rent,4.0,Salaried-Private,1,14.0,21.3,1,694,202,2,2,1244.0,0.701,0.669,0,0,1,No
LHB-2407575,38,Female,Single,0,Associate Degree,NH,Own (outright),1.0,Salaried-Private,1,11.0,33.4,1,612,136,2,2,634.0,0.228,0.188,0,0,2,Yes
LHB-2406311,55,Female,Married,1,Master's,PA,Rent,5.0,Salaried-Private,1,3.0,116.5,1,647,322,1,1,1936.0,0.199,0.367,0,0,2,Yes
LHB-2401541,50,Male,Single,0,Associate Degree,DC,Rent,10.0,Salaried-Government,1,2.0,103.5,1,580,236,1,0,883.0,0.102,0.204,0,0,3,No
LHB-2406014,30,Male,Married,3,Master's,TN,Rent,3.0,Salaried-Private,1,2.0,70.6,1,638,83,4,2,2561.0,0.435,0.124,0,0,6,No
LHB-2407029,46,Female,Single,0,Associate Degree,AL,Own (outright),6.0,Salaried-Private,1,3.0,42.8,0,624,219,1,2,634.0,0.178,0.0,0,0,3,Yes
LHB-2404644,39,Others,Divorced,2,High School,FL,Rent,4.0,Salaried-Government,1,4.0,36.0,1,584,151,0,7,920.0,0.307,0.561,0,0,1,No
LHB-2407661,51,Female,Married,0,Master's,MD,Rent,3.0,Salaried-Private,1,6.0,84.3,1,719,327,1,2,1688.0,0.24,0.0,0,0,0,Yes
LHB-2407876,35,Male,Married,3,Bachelor's,GA,Rent,6.0,Self-Employed,1,2.0,69.0,0,758,145,2,1,1240.0,0.216,0.379,0,0,1,Yes
LHB-2405485,50,Male,Single,0,High School,NC,Own (with mortgage),23.0,Contract,1,1.0,28.4,1,583,288,0,0,285.0,0.12,0.013,0,0,1,No
LHB-2405041,30,Male,Single,0,High School,TN,Own (with mortgage),5.0,Contract,1,2.0,31.4,1,686,69,0,4,609.0,0.233,0.243,0,0,1,Yes
LHB-2406735,48,Male,Single,0,Bachelor's,NC,Own (outright),2.0,Salaried-Private,1,3.0,39.6,1,637,233,0,3,670.0,0.203,0.498,0,0,0,No
LHB-2400072,29,Male,Single,0,High School,GA,Own (with mortgage),4.0,Contract,1,0.0,59.8,1,632,130,4,1,2310.0,0.464,0.0,0,0,0,No
LHB-2404829,18,Male,Married,0,Bachelor's,DC,Own (with mortgage),4.0,Salaried-Private,1,1.0,52.4,1,685,0,1,3,1328.0,0.304,0.488,0,0,1,Yes
LHB-2405704,28,Female,Married,3,High School,KY,Own (with mortgage),3.0,Self-Employed,1,6.0,76.9,1,595,37,0,3,1390.0,0.217,0.46,0,0,0,No
LHB-2407707,26,Female,Single,1,Bachelor's,OH,Own (outright),8.0,Salaried-Government,1,2.0,76.0,1,618,123,1,2,1309.0,0.207,0.509,0,0,2,Yes
LHB-2404858,34,Male,Married,5,Master's,VA,Own (with mortgage),9.0,Salaried-Private,1,0.0,80.4,1,678,138,2,3,1879.0,0.28,0.184,0,0,0,Yes
LHB-2402835,39,Male,Married,3,High School,FL,Own (with mortgage),7.0,Salaried-Private,1,17.0,47.4,1,655,212,0,0,390.0,0.099,0.386,0,0,2,Yes
LHB-2404269,38,Female,Single,0,High School,UT,Live with Family,10.0,Salaried-Private,1,0.0,37.2,1,675,139,3,3,2171.0,0.7,0.187,0,0,3,No
LHB-2407164,40,Male,Single,0,Doctorate,WI,Rent,4.0,Salaried-Private,1,4.0,131.6,1,633,185,1,0,793.0,0.072,0.28,0,0,2,Yes
LHB-2403736,34,Female,Married,0,Bachelor's,NC,Rent,5.0,Salaried-Private,1,4.0,114.1,1,675,161,3,2,2707.0,0.285,0.295,0,0,0,Yes
LHB-2406398,28,Female,Married,0,Master's,AR,Own (with mortgage),2.0,Salaried-Government,1,2.0,55.0,1,560,70,0,1,486.0,0.106,0.388,0,0,3,No
LHB-2402511,60,Others,Married,2,High School,NC,Own (with mortgage),4.0,Salaried-Private,1,2.0,64.6,1,613,338,3,2,2721.0,0.505,0.056,0,0,1,No
LHB-2401780,50,Male,Divorced,1,Master's,TN,Live with Family,4.0,Contract,1,9.0,118.5,1,644,282,1,2,912.0,0.092,0.421,0,0,1,Yes
LHB-2401775,44,Female,Married,1,Bachelor's,GA,Own (with mortgage),2.0,Salaried-Private,1,0.0,77.3,1,597,216,2,2,1672.0,0.26,0.425,0,0,0,No
LHB-2401534,64,Female,Married,3,Master's,MS,Rent,3.0,Retired,0,0.0,68.9,1,760,403,3,5,2331.0,0.406,0.231,0,0,3,Yes
LHB-2404934,35,Male,Single,0,Associate Degree,NJ,Rent,9.0,Salaried-Private,1,5.0,38.1,1,532,136,2,1,1524.0,0.48,0.221,0,0,3,No
LHB-2403105,41,Male,Married,2,Bachelor's,AL,Own (with mortgage),2.0,Salaried-Private,1,2.0,103.9,1,645,186,1,1,2064.0,0.238,0.515,0,0,1,Yes
LHB-2403765,54,Male,Married,1,High School,NC,Rent,7.0,Unemployed,0,0.0,12.0,1,592,314,0,2,479.0,0.479,0.453,0,0,1,No
LHB-2403334,41,Female,Married,5,Bachelor's,PA,Live with Family,2.0,Contract,1,9.0,33.1,1,603,244,1,0,769.0,0.279,0.6833,0,0,0,No
LHB-2406062,42,Male,Single,0,Bachelor's,PA,Own (with mortgage),9.0,Salaried-Private,1,0.0,47.7,1,662,231,5,1,1238.0,0.311,0.293,0,0,4,Yes
LHB-2404960,32,Female,Single,0,Bachelor's,TX,Own (outright),3.0,Salaried-Government,1,2.0,48.0,1,534,114,3,2,1615.0,0.404,0.26,0,0,5,No
LHB-2407332,36,Female,Married,3,Master's,PA,Rent,5.0,Salaried-Private,1,5.0,43.9,1,604,153,0,2,813.0,0.222,0.602,0,0,0,Yes
LHB-2405252,61,Male,Married,3,Bachelor's,TN,Own (outright),9.0,Salaried-Government,1,5.0,100.1,1,734,325,0,1,1275.0,0.153,0.581,0,0,2,Yes
LHB-2405890,50,Male,Married,0,Bachelor's,SC,Own (with mortgage),3.0,Salaried-Private,1,2.0,103.0,1,655,294,3,3,2746.0,0.32,0.236,0,0,0,Yes
LHB-2405985,47,Male,Divorced,0,High School,NC,Own (with mortgage),2.0,Salaried-Private,1,3.0,46.9,0,676,268,0,0,548.0,0.14,0.416,0,0,2,Yes
LHB-2404394,26,Female,Single,1,Bachelor's,MD,Rent,2.0,Self-Employed,1,4.0,64.7,0,576,88,1,2,994.0,0.184,0.351,1,0,2,No
LHB-2407194,32,Male,Married,2,Bachelor's,LA,Live with Family,5.0,Salaried-Private,1,8.0,49.7,1,652,150,0,1,316.0,0.076,0.124,0,0,4,Yes
LHB-2404362,36,Male,Married,2,Bachelor's,NM,Own (outright),8.0,Salaried-Private,1,1.0,45.6,1,581,172,3,2,2361.0,0.621,0.626,0,0,2,No
LHB-2403962,46,Female,Married,4,Master's,WY,Own (outright),6.0,Salaried-Private,1,2.0,147.2,1,693,273,0,3,3153.0,0.148,0.067,0,0,0,Yes
LHB-2405752,53,Male,Married,0,Associate Degree,PA,Own (with mortgage),2.0,Salaried-Private,1,1.0,74.0,1,695,315,5,2,2773.0,0.45,0.187,0,0,2,Yes
LHB-2401784,48,Male,Single,1,Bachelor's,MD,Own (with mortgage),8.0,Salaried-Private,1,6.0,118.8,1,666,291,2,2,2377.0,0.24,0.33,0,0,0,Yes
LHB-2406489,31,Male,Married,1,Bachelor's,FL,Own (with mortgage),1.0,Salaried-Government,1,9.0,79.2,1,591,100,1,5,2236.0,0.339,0.31,0,0,1,No
LHB-2401029,53,Male,Married,3,Bachelor's,AL,Rent,6.0,Salaried-Private,1,1.0,135.8,1,681,316,2,6,2922.0,0.258,0.0,0,0,0,Yes
LHB-2400519,60,Male,Single,0,Bachelor's,SC,Own (outright),5.0,Salaried-Private,1,2.0,113.4,1,721,389,1,5,1726.0,0.183,0.171,0,0,4,Yes
LHB-2402446,35,Female,Single,1,Master's,FL,Rent,2.0,Salaried-Private,1,0.0,72.6,1,660,114,0,0,812.0,0.134,0.362,0,0,0,Yes
LHB-2401914,54,Male,Married,1,High School,MS,Rent,20.0,Salaried-Government,1,0.0,50.9,1,566,334,1,4,1072.0,0.253,0.597,0,0,0,Yes
LHB-2407610,39,Female,Single,0,Bachelor's,GA,Own (with mortgage),4.0,Salaried-Private,1,3.0,53.0,1,646,194,0,2,975.0,0.221,0.0,0,0,5,Yes
LHB-2401609,35,Male,Single,0,High School,MT,Own (outright),4.0,Salaried-Private,1,4.0,46.1,1,581,175,2,2,982.0,0.256,0.28,0,0,0,No
LHB-2406327,35,Male,Married,2,Bachelor's,NC,Own (with mortgage),2.0,Self-Employed,1,0.0,60.3,0,744,162,0,4,1236.0,0.246,0.054,0,0,1,Yes
LHB-2400395,42,Female,Divorced,1,Bachelor's,WV,Live with Family,24.0,Self-Employed,1,2.0,87.5,1,581,179,5,4,2916.0,0.4,0.354,0,0,1,Yes
LHB-2404190,52,Male,Divorced,1,Bachelor's,PA,Own (outright),5.0,Salaried-Private,1,1.0,111.7,1,760,300,2,1,1378.0,0.148,0.386,0,0,0,Yes
LHB-2401983,37,Male,Married,2,Master's,DC,Live with Family,4.0,Contract,1,11.0,58.7,1,589,173,2,2,1060.0,0.217,0.428,0,0,2,No
LHB-2401936,40,Male,Single,2,Bachelor's,WV,Rent,8.0,Salaried-Private,1,0.0,57.5,1,694,209,0,0,105.0,0.022,0.382,0,0,2,Yes
LHB-2403364,46,Female,Single,0,Doctorate,TX,Own (outright),9.0,Salaried-Private,1,2.0,87.0,1,665,230,1,2,980.0,0.135,0.392,0,0,2,Yes
LHB-2406492,27,Female,Divorced,2,Bachelor's,TN,Own (outright),3.0,Self-Employed,1,3.0,72.1,0,545,118,1,2,866.0,0.144,0.146,0,0,2,No
LHB-2405540,42,Female,Married,1,Master's,SC,Own (outright),6.0,Salaried-Private,1,14.0,63.7,0,694,196,0,2,795.0,0.15,0.216,0,0,0,Yes
LHB-2401033,46,Female,Divorced,3,Bachelor's,TX,Rent,2.0,Salaried-Government,1,4.0,65.7,1,714,273,2,2,1627.0,0.297,0.621,0,0,1,Yes
LHB-2405889,37,Female,Married,1,Bachelor's,MS,Own (with mortgage),9.0,Salaried-Private,1,4.0,99.3,1,646,191,3,3,2163.0,0.261,0.664,0,0,0,Yes
LHB-2407900,34,Male,Divorced,0,Master's,DC,Live with Family,7.0,Self-Employed,1,0.0,63.6,1,672,150,3,4,2428.0,0.458,0.234,0,0,3,Yes
LHB-2404388,20,Female,Single,0,Associate Degree,MD,Own (outright),0.0,Student,0,0.0,12.0,1,655,13,1,1,787.0,0.787,0.338,0,0,3,No
LHB-2407447,55,Male,Widowed,3,Associate Degree,WV,Rent,9.0,Self-Employed,1,7.0,65.6,1,547,303,2,1,1652.0,0.302,0.132,0,1,2,No
LHB-2400604,32,Male,Married,0,Bachelor's,AL,Own (outright),8.0,Salaried-Private,1,8.0,65.2,1,636,125,1,2,847.0,0.156,0.163,0,0,1,Yes
LHB-2405759,18,Female,Single,1,Master's,TN,Own (with mortgage),4.0,Salaried-Private,1,1.0,58.6,1,457,0,2,2,1333.0,0.273,0.0,1,0,2,No
LHB-2404977,47,Female,Single,0,Master's,NH,Own (with mortgage),2.0,Self-Employed,1,0.0,125.4,1,668,249,1,1,826.0,0.079,0.0,0,0,1,Yes
LHB-2406774,26,Female,Married,1,Bachelor's,DC,Live with Family,7.0,Salaried-Private,1,2.0,43.8,1,547,60,3,1,1397.0,0.383,0.26,0,0,1,No
LHB-2402804,30,Female,Married,4,Associate Degree,NC,Own (outright),1.0,Salaried-Private,1,2.0,92.2,1,613,122,2,3,2849.0,0.371,0.326,0,0,0,No
LHB-2401431,29,Male,Married,2,Bachelor's,NC,Own (with mortgage),2.0,Salaried-Private,1,5.0,42.7,1,680,139,5,4,1944.0,0.546,0.158,0,0,1,Yes
LHB-2406722,33,Male,Single,0,Bachelor's,MI,Own (with mortgage),9.0,Salaried-Private,1,4.0,45.1,1,625,106,1,3,1777.0,0.473,0.149,0,0,1,Yes
LHB-2403650,57,Male,Single,2,Master's,FL,Rent,14.0,Salaried-Private,1,5.0,105.9,1,687,348,1,2,2276.0,0.258,0.655,0,0,4,Yes
